Order ID,Order Date,Ship Date,Customer ID,Customer Name,State,City,Region,Category,Sub Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Payment Method,Rating
ORD00149,2025-05-23,2025-05-28,CUST1250,Customer_163,Rajasthan,Jaipur,North,Electronics,Headphones,Headphones,3838.09,3,0.1,881.45,226.23,Net Banking,4.4
ORD00150,2025-05-28,2025-05-29,CUST1395,Customer_75,West Bengal,Kolkata,East,Office Supplies,Printer Paper,Printer Paper,17238.93,5,0.15,4259.18,148.63,UPI,3.7
ORD00151,2025-06-27,2025-07-01,CUST1356,Customer_140,Maharashtra,Mumbai,West,Furniture,Chair,Chair,11361.67,3,0.05,1300.4,184.64,Debit Card,4.9
ORD00152,2025-05-05,2025-05-06,CUST1051,Customer_71,Karnataka,Bengaluru,South,Office Supplies,Pen Set,Pen Set,6416.12,5,0.05,523.22,153.33,Credit Card,4.4
ORD00153,2025-09-02,2025-09-08,CUST1045,Customer_294,Tamil Nadu,Chennai,South,Furniture,Sofa,Sofa,7656.75,2,0.1,1000.41,211.47,Debit Card,4.8
ORD00154,2025-04-01,2025-04-02,CUST1019,Customer_5,Maharashtra,Mumbai,West,Electronics,Monitor,Monitor,15928.84,4,0.05,4397.22,290.53,UPI,4.9
ORD00155,2025-08-21,2025-08-27,CUST1057,Customer_170,Karnataka,Bengaluru,South,Furniture,Bookshelf,Bookshelf,13583.64,5,0.05,3494.16,167.01,Debit Card,3.4
ORD00156,2025-04-06,2025-04-07,CUST1327,Customer_208,Rajasthan,Jaipur,North,Office Supplies,Printer Paper,Printer Paper,11987.05,3,0.2,2257.98,98.29,Net Banking,4.2
ORD00157,2025-12-09,2025-12-10,CUST1120,Customer_229,West Bengal,Kolkata,East,Electronics,Monitor,Monitor,9824.18,2,0.15,1190.62,112.01,UPI,3.5
ORD00158,2025-05-14,2025-05-20,CUST1351,Customer_258,West Bengal,Kolkata,East,Furniture,Chair,Chair,10575.87,3,0.0,2399.8,166.35,UPI,3.3
ORD00159,2025-07-08,2025-07-13,CUST1191,Customer_213,Karnataka,Bengaluru,South,Office Supplies,Printer Paper,Printer Paper,2503.63,2,0.05,438.64,163.74,Cash on Delivery,5.0
ORD00160,2025-05-07,2025-05-13,CUST1288,Customer_58,Rajasthan,Jaipur,North,Office Supplies,Pen Set,Pen Set,21955.24,5,0.0,4294.7,182.04,Credit Card,3.7
ORD00161,2025-03-26,2025-03-29,CUST1228,Customer_29,Delhi,New Delhi,North,Office Supplies,Pen Set,Pen Set,11604.17,5,0.05,2642.52,172.21,Net Banking,4.8
ORD00162,2025-08-22,2025-08-27,CUST1381,Customer_112,Tamil Nadu,Chennai,South,Office Supplies,Stapler,Stapler,2882.23,1,0.1,631.56,148.99,Cash on Delivery,4.6
ORD00163,2025-06-26,2025-07-02,CUST1016,Customer_147,Karnataka,Bengaluru,South,Electronics,Monitor,Monitor,2797.58,1,0.0,799.01,67.25,Net Banking,4.9
ORD00164,2025-07-11,2025-07-15,CUST1276,Customer_69,Tamil Nadu,Chennai,South,Electronics,Monitor,Monitor,17496.71,4,0.15,2320.8,220.68,UPI,4.3
ORD00165,2025-09-28,2025-09-30,CUST1217,Customer_273,Karnataka,Bengaluru,South,Electronics,Monitor,Monitor,8414.29,2,0.0,2484.47,165.75,Net Banking,4.4
ORD00166,2025-06-27,2025-06-29,CUST1008,Customer_124,Delhi,New Delhi,North,Electronics,Monitor,Monitor,3314.12,3,0.0,288.62,215.05,Debit Card,4.2
ORD00167,2025-08-17,2025-08-22,CUST1397,Customer_29,Karnataka,Bengaluru,South,Electronics,Laptop,Laptop,1374.72,1,0.0,231.64,108.58,Debit Card,3.4
ORD00168,2025-10-23,2025-10-28,CUST1140,Customer_32,Gujarat,Ahmedabad,West,Electronics,Smartphone,Smartphone,4011.42,3,0.05,1150.69,180.31,Cash on Delivery,3.8
ORD00169,2025-10-12,2025-10-16,CUST1076,Customer_154,Tamil Nadu,Chennai,South,Office Supplies,Stapler,Stapler,4866.99,1,0.15,1084.74,129.68,Net Banking,3.8
ORD00170,2025-05-04,2025-05-11,CUST1213,Customer_286,Tamil Nadu,Chennai,South,Office Supplies,Stapler,Stapler,3287.07,2,0.05,812.8,278.69,Cash on Delivery,4.1
ORD00171,2025-05-11,2025-05-13,CUST1097,Customer_27,Tamil Nadu,Chennai,South,Furniture,Desk,Desk,9912.56,3,0.15,2343.03,73.12,UPI,4.4
ORD00172,2025-02-07,2025-02-09,CUST1155,Customer_8,Telangana,Hyderabad,South,Office Supplies,Notebook,Notebook,18383.33,5,0.2,1613.02,102.22,Debit Card,4.8
ORD00173,2025-09-03,2025-09-05,CUST1194,Customer_239,Delhi,New Delhi,North,Office Supplies,Notebook,Notebook,17890.45,5,0.15,4496.37,188.02,Cash on Delivery,4.6
ORD00174,2025-07-04,2025-07-09,CUST1160,Customer_212,West Bengal,Kolkata,East,Furniture,Bookshelf,Bookshelf,9747.28,4,0.15,2120.6,130.06,Credit Card,3.4
ORD00175,2025-01-09,2025-01-12,CUST1117,Customer_195,Delhi,New Delhi,North,Office Supplies,Pen Set,Pen Set,23434.2,5,0.2,4649.41,123.8,Cash on Delivery,3.4
ORD00176,2025-05-12,2025-05-19,CUST1071,Customer_280,Delhi,New Delhi,North,Furniture,Bookshelf,Bookshelf,19356.96,4,0.15,2930.3,233.19,Net Banking,3.7
ORD00177,2025-09-26,2025-09-27,CUST1118,Customer_35,Tamil Nadu,Chennai,South,Office Supplies,Notebook,Notebook,4736.9,1,0.0,1175.48,153.1,Debit Card,4.7
ORD00178,2025-07-11,2025-07-12,CUST1272,Customer_283,Maharashtra,Mumbai,West,Electronics,Monitor,Monitor,16305.49,5,0.2,3926.45,214.82,Net Banking,3.0
ORD00179,2025-10-02,2025-10-05,CUST1049,Customer_269,Maharashtra,Mumbai,West,Electronics,Smartphone,Smartphone,2610.64,1,0.15,593.55,277.44,Debit Card,3.2
ORD00180,2025-07-01,2025-07-04,CUST1153,Customer_42,Delhi,New Delhi,North,Electronics,Smartphone,Smartphone,2317.17,4,0.15,349.85,110.8,Credit Card,4.4
ORD00181,2025-07-13,2025-07-18,CUST1330,Customer_170,Karnataka,Bengaluru,South,Furniture,Sofa,Sofa,1877.41,4,0.0,440.49,70.67,Cash on Delivery,4.7
ORD00182,2025-04-28,2025-04-30,CUST1278,Customer_289,Karnataka,Bengaluru,South,Office Supplies,Notebook,Notebook,12412.01,5,0.0,3516.51,221.11,Credit Card,3.6
ORD00183,2025-04-17,2025-04-22,CUST1290,Customer_200,Tamil Nadu,Chennai,South,Furniture,Chair,Chair,7621.64,2,0.15,1938.58,124.82,Cash on Delivery,4.1
ORD00184,2025-12-19,2025-12-25,CUST1174,Customer_204,West Bengal,Kolkata,East,Furniture,Desk,Desk,2603.81,1,0.1,186.99,159.27,UPI,4.7
ORD00185,2025-08-19,2025-08-23,CUST1043,Customer_152,Maharashtra,Mumbai,West,Office Supplies,Printer Paper,Printer Paper,3815.79,2,0.15,553.31,219.92,Debit Card,4.3
ORD00186,2025-03-20,2025-03-24,CUST1227,Customer_185,Karnataka,Bengaluru,South,Electronics,Smartphone,Smartphone,7500.69,2,0.1,1045.25,72.88,UPI,4.9
ORD00187,2025-04-06,2025-04-10,CUST1047,Customer_167,Karnataka,Bengaluru,South,Electronics,Laptop,Laptop,11494.11,4,0.2,1491.59,56.57,Net Banking,3.7
ORD00188,2025-07-18,2025-07-25,CUST1086,Customer_195,Maharashtra,Mumbai,West,Furniture,Sofa,Sofa,3679.25,1,0.2,879.88,294.54,Debit Card,4.1
ORD00189,2025-05-18,2025-05-22,CUST1184,Customer_129,Tamil Nadu,Chennai,South,Furniture,Bookshelf,Bookshelf,1007.36,2,0.15,111.53,124.94,Debit Card,4.6
ORD00190,2025-08-23,2025-08-24,CUST1168,Customer_226,Rajasthan,Jaipur,North,Office Supplies,Pen Set,Pen Set,3324.72,2,0.15,409.23,205.05,UPI,4.6
ORD00191,2025-06-03,2025-06-06,CUST1163,Customer_150,Telangana,Hyderabad,South,Office Supplies,Pen Set,Pen Set,23734.69,5,0.05,4162.64,94.41,Net Banking,3.8
ORD00192,2025-05-24,2025-05-31,CUST1393,Customer_282,Delhi,New Delhi,North,Furniture,Sofa,Sofa,7808.3,4,0.2,655.55,299.32,Credit Card,3.4
ORD00193,2025-08-13,2025-08-20,CUST1255,Customer_72,Rajasthan,Jaipur,North,Office Supplies,Pen Set,Pen Set,12570.46,3,0.0,3270.49,248.91,UPI,3.8
ORD00194,2025-08-05,2025-08-12,CUST1354,Customer_215,Delhi,New Delhi,North,Furniture,Desk,Desk,2220.13,4,0.2,322.88,150.2,Cash on Delivery,4.0
ORD00195,2025-02-25,2025-03-04,CUST1330,Customer_205,Maharashtra,Mumbai,West,Furniture,Chair,Chair,6712.98,2,0.1,648.44,203.17,UPI,4.1
ORD00196,2025-02-20,2025-02-23,CUST1191,Customer_201,Telangana,Hyderabad,South,Electronics,Laptop,Laptop,5302.49,2,0.2,863.03,221.92,Net Banking,3.4
ORD00197,2025-09-05,2025-09-06,CUST1159,Customer_176,Tamil Nadu,Chennai,South,Furniture,Chair,Chair,6590.05,3,0.0,695.48,285.17,Net Banking,3.3
ORD00198,2025-06-28,2025-07-02,CUST1058,Customer_12,Delhi,New Delhi,North,Office Supplies,Stapler,Stapler,2303.2,1,0.15,276.75,125.07,UPI,4.6
ORD00199,2025-05-05,2025-05-10,CUST1207,Customer_95,Karnataka,Bengaluru,South,Office Supplies,Pen Set,Pen Set,5698.34,2,0.1,1043.75,289.62,Debit Card,3.5
ORD00200,2025-11-11,2025-11-13,CUST1360,Customer_33,Telangana,Hyderabad,South,Furniture,Chair,Chair,12170.3,4,0.15,620.43,103.7,Cash on Delivery,3.6
ORD00201,2025-07-07,2025-07-10,CUST1160,Customer_199,Karnataka,Bengaluru,South,Office Supplies,Pen Set,Pen Set,4792.48,2,0.1,994.7,172.37,Cash on Delivery,4.9
ORD00202,2025-06-28,2025-07-01,CUST1160,Customer_61,Telangana,Hyderabad,South,Office Supplies,Notebook,Notebook,12653.36,4,0.1,3316.57,197.54,Debit Card,4.3
ORD00203,2025-07-11,2025-07-17,CUST1249,Customer_276,Gujarat,Ahmedabad,West,Electronics,Headphones,Headphones,5303.92,2,0.15,961.14,193.7,Debit Card,3.8
ORD00204,2025-03-13,2025-03-15,CUST1069,Customer_100,Tamil Nadu,Chennai,South,Furniture,Bookshelf,Bookshelf,12724.59,3,0.2,659.06,139.76,Net Banking,3.0
ORD00205,2025-08-01,2025-08-07,CUST1016,Customer_141,Rajasthan,Jaipur,North,Furniture,Sofa,Sofa,10183.03,4,0.0,2081.28,248.97,Debit Card,3.4
ORD00206,2025-10-17,2025-10-23,CUST1187,Customer_278,Gujarat,Ahmedabad,West,Electronics,Monitor,Monitor,11354.74,4,0.0,2339.04,116.97,Credit Card,4.1
ORD00207,2025-08-06,2025-08-07,CUST1224,Customer_61,Rajasthan,Jaipur,North,Office Supplies,Pen Set,Pen Set,3258.01,2,0.0,582.99,137.14,Debit Card,4.6
ORD00208,2025-12-30,2026-01-04,CUST1291,Customer_180,Delhi,New Delhi,North,Office Supplies,Printer Paper,Printer Paper,3986.85,4,0.05,967.48,253.38,Cash on Delivery,4.6
ORD00209,2025-06-15,2025-06-21,CUST1048,Customer_70,Gujarat,Ahmedabad,West,Office Supplies,Pen Set,Pen Set,4766.4,3,0.1,1284.68,178.6,Net Banking,4.8
ORD00210,2025-12-26,2026-01-02,CUST1250,Customer_73,Maharashtra,Mumbai,West,Furniture,Desk,Desk,2796.9,2,0.1,677.59,240.37,Cash on Delivery,4.4
ORD00211,2025-07-12,2025-07-16,CUST1188,Customer_233,Gujarat,Ahmedabad,West,Office Supplies,Stapler,Stapler,3241.41,1,0.0,546.59,237.45,Net Banking,4.4
ORD00212,2025-02-17,2025-02-23,CUST1219,Customer_109,West Bengal,Kolkata,East,Office Supplies,Notebook,Notebook,12988.94,4,0.1,3208.57,248.92,Net Banking,3.8
ORD00213,2025-06-22,2025-06-27,CUST1023,Customer_51,Gujarat,Ahmedabad,West,Furniture,Bookshelf,Bookshelf,4134.26,5,0.15,923.7,273.54,Net Banking,4.5
ORD00214,2025-08-14,2025-08-18,CUST1332,Customer_155,Maharashtra,Mumbai,West,Electronics,Headphones,Headphones,4960.82,1,0.15,468.85,222.15,Debit Card,3.3
ORD00215,2025-05-09,2025-05-10,CUST1386,Customer_120,Gujarat,Ahmedabad,West,Electronics,Smartphone,Smartphone,10168.93,3,0.05,827.68,206.4,Net Banking,4.5
ORD00216,2025-01-01,2025-01-03,CUST1356,Customer_176,Karnataka,Bengaluru,South,Office Supplies,Notebook,Notebook,2296.42,4,0.2,206.13,220.0,Credit Card,3.0
ORD00217,2025-09-02,2025-09-03,CUST1195,Customer_69,Telangana,Hyderabad,South,Office Supplies,Pen Set,Pen Set,4077.47,2,0.0,418.77,141.89,Debit Card,3.6
ORD00218,2025-11-09,2025-11-15,CUST1351,Customer_227,Karnataka,Bengaluru,South,Office Supplies,Notebook,Notebook,4624.95,2,0.05,962.81,87.84,Debit Card,3.8
ORD00219,2025-03-05,2025-03-10,CUST1043,Customer_128,Karnataka,Bengaluru,South,Electronics,Headphones,Headphones,7549.48,4,0.15,899.83,84.96,Cash on Delivery,3.6
ORD00220,2025-12-04,2025-12-07,CUST1122,Customer_254,Gujarat,Ahmedabad,West,Office Supplies,Notebook,Notebook,5370.39,2,0.2,437.7,147.94,Net Banking,4.3
ORD00221,2025-11-23,2025-11-28,CUST1291,Customer_216,Karnataka,Bengaluru,South,Electronics,Monitor,Monitor,2735.78,1,0.0,812.84,283.48,UPI,3.3
ORD00222,2025-01-09,2025-01-14,CUST1259,Customer_147,Tamil Nadu,Chennai,South,Furniture,Chair,Chair,266.21,1,0.05,20.97,65.12,Cash on Delivery,4.6
ORD00223,2025-02-12,2025-02-18,CUST1104,Customer_80,Telangana,Hyderabad,South,Furniture,Sofa,Sofa,13903.73,5,0.05,1821.99,127.48,Cash on Delivery,4.0
ORD00224,2025-06-08,2025-06-14,CUST1232,Customer_29,West Bengal,Kolkata,East,Furniture,Chair,Chair,14815.2,4,0.05,1225.8,71.55,UPI,3.9
ORD00225,2025-12-29,2025-12-31,CUST1085,Customer_191,Tamil Nadu,Chennai,South,Electronics,Laptop,Laptop,986.4,1,0.1,172.68,245.75,Debit Card,4.4
ORD00226,2025-01-16,2025-01-19,CUST1254,Customer_234,Gujarat,Ahmedabad,West,Office Supplies,Notebook,Notebook,6022.03,4,0.0,830.13,293.76,Cash on Delivery,4.3
ORD00227,2025-10-18,2025-10-20,CUST1379,Customer_261,West Bengal,Kolkata,East,Electronics,Monitor,Monitor,2865.26,3,0.0,792.93,218.53,Credit Card,3.2
ORD00228,2025-01-24,2025-01-28,CUST1365,Customer_215,Maharashtra,Mumbai,West,Electronics,Headphones,Headphones,6114.9,3,0.05,668.8,290.09,Debit Card,3.1
ORD00229,2025-06-13,2025-06-16,CUST1264,Customer_24,West Bengal,Kolkata,East,Electronics,Monitor,Monitor,2943.37,1,0.0,560.56,275.49,Net Banking,3.4
ORD00230,2025-06-09,2025-06-12,CUST1378,Customer_125,Karnataka,Bengaluru,South,Furniture,Bookshelf,Bookshelf,2854.84,1,0.0,460.09,122.9,Net Banking,4.6
ORD00231,2025-04-11,2025-04-17,CUST1277,Customer_178,West Bengal,Kolkata,East,Office Supplies,Stapler,Stapler,19251.57,5,0.05,1985.31,283.1,Credit Card,3.0
ORD00232,2025-06-07,2025-06-08,CUST1072,Customer_144,West Bengal,Kolkata,East,Electronics,Monitor,Monitor,5486.22,2,0.05,890.74,290.3,Credit Card,4.9
ORD00233,2025-12-25,2025-12-28,CUST1201,Customer_39,Maharashtra,Mumbai,West,Electronics,Monitor,Monitor,19511.45,4,0.0,4053.88,176.36,Cash on Delivery,4.3
ORD00234,2025-05-02,2025-05-05,CUST1139,Customer_120,Maharashtra,Mumbai,West,Furniture,Desk,Desk,12853.16,3,0.15,2624.1,233.84,Credit Card,3.6
ORD00235,2025-03-21,2025-03-22,CUST1106,Customer_232,Delhi,New Delhi,North,Electronics,Laptop,Laptop,4715.84,2,0.1,704.7,183.98,UPI,4.9
ORD00236,2025-02-16,2025-02-18,CUST1046,Customer_128,Rajasthan,Jaipur,North,Furniture,Chair,Chair,12499.97,3,0.2,610.91,258.98,UPI,3.7
ORD00237,2025-12-13,2025-12-16,CUST1383,Customer_282,Telangana,Hyderabad,South,Office Supplies,Notebook,Notebook,12409.29,3,0.05,953.51,151.1,Debit Card,3.9
ORD00238,2025-03-13,2025-03-14,CUST1322,Customer_44,Karnataka,Bengaluru,South,Furniture,Chair,Chair,496.01,1,0.05,48.98,255.92,Cash on Delivery,3.7
ORD00239,2025-02-03,2025-02-05,CUST1021,Customer_237,Gujarat,Ahmedabad,West,Electronics,Laptop,Laptop,16338.53,4,0.0,4560.36,257.34,Credit Card,3.7
ORD00240,2025-07-22,2025-07-26,CUST1143,Customer_229,Tamil Nadu,Chennai,South,Office Supplies,Stapler,Stapler,2037.1,1,0.15,179.3,103.68,Debit Card,3.4
ORD00241,2025-11-28,2025-12-01,CUST1214,Customer_103,Maharashtra,Mumbai,West,Office Supplies,Pen Set,Pen Set,8710.25,4,0.2,1266.36,71.93,Cash on Delivery,3.8
ORD00242,2025-07-15,2025-07-22,CUST1138,Customer_93,Delhi,New Delhi,North,Office Supplies,Notebook,Notebook,7507.46,3,0.15,943.59,191.41,Credit Card,3.6
ORD00243,2025-01-16,2025-01-23,CUST1081,Customer_52,West Bengal,Kolkata,East,Office Supplies,Pen Set,Pen Set,1443.71,3,0.15,240.34,241.71,Debit Card,5.0
ORD00244,2025-04-23,2025-04-28,CUST1357,Customer_184,Delhi,New Delhi,North,Furniture,Chair,Chair,7612.25,4,0.05,827.77,198.13,Cash on Delivery,4.6
ORD00245,2025-10-18,2025-10-23,CUST1277,Customer_159,Maharashtra,Mumbai,West,Office Supplies,Printer Paper,Printer Paper,5805.85,2,0.05,1475.11,252.6,Debit Card,4.9
ORD00246,2025-01-29,2025-01-31,CUST1066,Customer_175,Rajasthan,Jaipur,North,Electronics,Laptop,Laptop,6251.41,5,0.2,907.44,132.93,Debit Card,4.2
ORD00247,2025-03-17,2025-03-22,CUST1339,Customer_203,West Bengal,Kolkata,East,Electronics,Laptop,Laptop,7833.92,2,0.2,1796.69,290.14,Cash on Delivery,3.7
ORD00248,2025-06-15,2025-06-17,CUST1089,Customer_288,Karnataka,Bengaluru,South,Furniture,Bookshelf,Bookshelf,7430.58,2,0.15,1665.98,290.17,Cash on Delivery,4.3
ORD00249,2025-07-13,2025-07-16,CUST1394,Customer_291,West Bengal,Kolkata,East,Electronics,Headphones,Headphones,2433.82,3,0.0,702.73,287.17,Credit Card,3.8
ORD00250,2025-11-10,2025-11-12,CUST1163,Customer_86,Tamil Nadu,Chennai,South,Office Supplies,Printer Paper,Printer Paper,3498.65,5,0.15,283.19,236.34,Credit Card,3.5
ORD00251,2025-05-16,2025-05-18,CUST1197,Customer_225,West Bengal,Kolkata,East,Furniture,Chair,Chair,7054.49,2,0.1,821.6,77.01,Net Banking,3.0
ORD00252,2025-07-13,2025-07-16,CUST1115,Customer_84,Tamil Nadu,Chennai,South,Furniture,Sofa,Sofa,10008.34,5,0.15,2237.07,194.51,Net Banking,4.5
ORD00253,2025-01-11,2025-01-14,CUST1038,Customer_281,Karnataka,Bengaluru,South,Electronics,Smartphone,Smartphone,14303.93,3,0.0,2219.94,271.98,Credit Card,3.3
ORD00254,2025-12-27,2025-12-28,CUST1169,Customer_106,West Bengal,Kolkata,East,Office Supplies,Stapler,Stapler,18894.89,4,0.05,3847.19,158.55,Debit Card,3.1
ORD00255,2025-12-05,2025-12-08,CUST1027,Customer_185,Telangana,Hyderabad,South,Office Supplies,Printer Paper,Printer Paper,4020.7,3,0.0,669.2,187.42,Credit Card,4.0
ORD00256,2025-12-05,2025-12-11,CUST1041,Customer_243,Telangana,Hyderabad,South,Electronics,Smartphone,Smartphone,12527.88,5,0.0,1073.16,92.71,Credit Card,3.6
ORD00257,2025-09-08,2025-09-14,CUST1095,Customer_229,Gujarat,Ahmedabad,West,Furniture,Sofa,Sofa,1912.37,3,0.2,239.54,142.76,Credit Card,3.8
ORD00258,2025-05-15,2025-05-17,CUST1176,Customer_278,Gujarat,Ahmedabad,West,Furniture,Sofa,Sofa,8725.15,3,0.05,2054.7,216.87,Net Banking,3.2
ORD00259,2025-07-18,2025-07-25,CUST1120,Customer_244,Delhi,New Delhi,North,Office Supplies,Notebook,Notebook,11047.17,5,0.2,2111.72,284.09,UPI,4.1
ORD00260,2025-09-15,2025-09-20,CUST1085,Customer_109,Karnataka,Bengaluru,South,Furniture,Chair,Chair,20210.81,5,0.2,1464.04,287.31,Debit Card,3.9
ORD00261,2025-02-10,2025-02-16,CUST1034,Customer_45,Tamil Nadu,Chennai,South,Electronics,Monitor,Monitor,4676.85,4,0.05,1185.6,114.47,Net Banking,4.8
ORD00262,2025-05-22,2025-05-27,CUST1214,Customer_58,Telangana,Hyderabad,South,Office Supplies,Printer Paper,Printer Paper,18409.51,4,0.0,4658.36,205.76,Net Banking,4.0
ORD00263,2025-02-24,2025-03-01,CUST1335,Customer_249,Tamil Nadu,Chennai,South,Electronics,Laptop,Laptop,3971.58,1,0.2,927.88,269.47,Cash on Delivery,3.5
ORD00264,2025-05-22,2025-05-26,CUST1121,Customer_26,Rajasthan,Jaipur,North,Electronics,Headphones,Headphones,6335.15,2,0.15,370.81,272.39,Net Banking,3.7
ORD00265,2025-06-22,2025-06-29,CUST1116,Customer_69,Gujarat,Ahmedabad,West,Furniture,Chair,Chair,5077.67,3,0.15,1212.61,221.21,UPI,4.9
ORD00266,2025-08-02,2025-08-07,CUST1264,Customer_192,Rajasthan,Jaipur,North,Furniture,Bookshelf,Bookshelf,1102.09,1,0.05,298.62,151.79,Credit Card,4.0
ORD00267,2025-12-30,2026-01-04,CUST1102,Customer_30,Tamil Nadu,Chennai,South,Electronics,Smartphone,Smartphone,3404.48,4,0.2,794.79,57.24,Debit Card,3.4
ORD00268,2025-07-04,2025-07-10,CUST1015,Customer_124,Maharashtra,Mumbai,West,Furniture,Chair,Chair,3030.18,2,0.15,488.25,208.85,UPI,3.2
ORD00269,2025-04-01,2025-04-08,CUST1352,Customer_47,Rajasthan,Jaipur,North,Office Supplies,Stapler,Stapler,12068.1,4,0.1,1638.06,259.41,UPI,3.5
ORD00270,2025-03-25,2025-04-01,CUST1137,Customer_210,Maharashtra,Mumbai,West,Furniture,Chair,Chair,19715.92,5,0.05,5097.84,211.84,Cash on Delivery,4.4
ORD00271,2025-08-31,2025-09-02,CUST1364,Customer_141,Maharashtra,Mumbai,West,Office Supplies,Notebook,Notebook,6170.96,2,0.0,797.47,202.09,Net Banking,4.9
ORD00272,2025-05-10,2025-05-12,CUST1261,Customer_192,Telangana,Hyderabad,South,Furniture,Sofa,Sofa,6601.19,4,0.2,1461.16,149.29,Cash on Delivery,3.2
ORD00273,2025-09-04,2025-09-05,CUST1333,Customer_153,Gujarat,Ahmedabad,West,Furniture,Chair,Chair,14832.4,3,0.1,3701.1,115.29,Debit Card,4.4
ORD00274,2025-01-30,2025-02-06,CUST1151,Customer_133,Tamil Nadu,Chennai,South,Office Supplies,Pen Set,Pen Set,10698.36,5,0.1,2244.16,230.32,Net Banking,4.3
ORD00275,2025-10-26,2025-11-01,CUST1243,Customer_184,Telangana,Hyderabad,South,Furniture,Chair,Chair,20584.35,5,0.1,4525.28,105.59,Cash on Delivery,4.1
ORD00276,2025-05-31,2025-06-01,CUST1348,Customer_172,Gujarat,Ahmedabad,West,Electronics,Headphones,Headphones,3256.53,4,0.1,714.94,189.76,Credit Card,4.8
ORD00277,2025-06-07,2025-06-11,CUST1324,Customer_299,Delhi,New Delhi,North,Furniture,Desk,Desk,5952.23,3,0.2,623.15,262.8,Cash on Delivery,3.9
ORD00278,2025-09-14,2025-09-15,CUST1102,Customer_176,Karnataka,Bengaluru,South,Furniture,Desk,Desk,10972.9,4,0.15,679.15,263.56,Net Banking,3.3
ORD00279,2025-04-03,2025-04-10,CUST1107,Customer_87,Rajasthan,Jaipur,North,Electronics,Smartphone,Smartphone,2540.39,1,0.05,352.99,64.5,Cash on Delivery,3.9
ORD00280,2025-03-08,2025-03-13,CUST1273,Customer_103,Tamil Nadu,Chennai,South,Furniture,Chair,Chair,12962.96,4,0.15,1871.66,169.35,UPI,3.0
ORD00281,2025-01-10,2025-01-16,CUST1052,Customer_197,Maharashtra,Mumbai,West,Furniture,Desk,Desk,3208.1,1,0.05,384.26,269.25,Cash on Delivery,3.6
ORD00282,2025-01-24,2025-01-27,CUST1068,Customer_176,Gujarat,Ahmedabad,West,Electronics,Laptop,Laptop,7165.34,3,0.2,1226.72,134.46,Net Banking,4.8
ORD00283,2025-07-26,2025-07-27,CUST1063,Customer_188,West Bengal,Kolkata,East,Electronics,Headphones,Headphones,2553.49,2,0.05,297.38,55.48,Credit Card,4.0
ORD00284,2025-10-01,2025-10-06,CUST1353,Customer_60,Telangana,Hyderabad,South,Office Supplies,Printer Paper,Printer Paper,3050.84,1,0.0,688.37,213.39,Net Banking,3.0
ORD00285,2025-10-08,2025-10-11,CUST1338,Customer_52,Rajasthan,Jaipur,North,Furniture,Chair,Chair,14275.87,4,0.05,3182.69,207.58,Cash on Delivery,3.6
ORD00286,2025-08-03,2025-08-10,CUST1101,Customer_103,Gujarat,Ahmedabad,West,Office Supplies,Pen Set,Pen Set,2655.61,1,0.2,175.01,78.5,UPI,3.2
ORD00287,2025-06-01,2025-06-03,CUST1006,Customer_46,Delhi,New Delhi,North,Furniture,Sofa,Sofa,2831.07,1,0.05,626.81,170.17,Credit Card,3.5
ORD00288,2025-09-19,2025-09-20,CUST1025,Customer_52,Rajasthan,Jaipur,North,Electronics,Laptop,Laptop,4542.94,1,0.05,774.5,294.32,Debit Card,3.5
ORD00289,2025-12-13,2025-12-16,CUST1070,Customer_88,Maharashtra,Mumbai,West,Furniture,Bookshelf,Bookshelf,14979.97,4,0.0,4003.76,272.57,UPI,3.0
ORD00290,2025-02-17,2025-02-20,CUST1353,Customer_245,West Bengal,Kolkata,East,Furniture,Bookshelf,Bookshelf,3233.32,3,0.15,446.38,164.13,Net Banking,4.7
ORD00291,2025-12-23,2025-12-29,CUST1291,Customer_225,Tamil Nadu,Chennai,South,Electronics,Headphones,Headphones,4911.53,1,0.05,455.87,277.81,Debit Card,4.0
ORD00292,2025-12-17,2025-12-24,CUST1133,Customer_161,Telangana,Hyderabad,South,Furniture,Chair,Chair,5037.56,2,0.15,377.04,152.82,Credit Card,3.1
ORD00293,2025-09-23,2025-09-28,CUST1076,Customer_286,Delhi,New Delhi,North,Office Supplies,Printer Paper,Printer Paper,3285.81,5,0.05,578.38,215.93,Cash on Delivery,4.3
ORD00294,2025-09-16,2025-09-23,CUST1142,Customer_26,Maharashtra,Mumbai,West,Electronics,Headphones,Headphones,17155.93,4,0.05,1483.48,172.91,Cash on Delivery,3.5
ORD00295,2025-07-26,2025-08-02,CUST1228,Customer_162,Delhi,New Delhi,North,Office Supplies,Stapler,Stapler,1156.77,2,0.15,261.75,162.02,Credit Card,4.7
ORD00296,2025-02-22,2025-02-26,CUST1316,Customer_156,Rajasthan,Jaipur,North,Office Supplies,Notebook,Notebook,1487.97,4,0.2,59.57,72.72,Cash on Delivery,4.2
ORD00297,2025-06-24,2025-06-27,CUST1366,Customer_187,Delhi,New Delhi,North,Office Supplies,Stapler,Stapler,4119.63,1,0.15,506.85,241.85,Net Banking,4.2
